cubeta_id,cuenca,dist_divide_m,slope_s50,slope_s100,slope_s200,slope_s500,slope_s1000,slope_s2000,tpi_R500,tpi_R1000,tpi_R2000,tpi_R5000,vd_ord4,vd_ord6
CMR_1770,CMR,28929.19304091371,0.4664772450923919,0.3130147457122803,0.1126640066504478,0.0746680200099945,0.0352093279361724,0.0384624190628528,-1.5816876888275146,-1.2393654584884644,-0.1737869828939438,1.2596105337142944,2.736302375793457,9.9942045211792
CMR_1771,CMR,29527.68834665675,0.1488188803195953,0.1091946065425872,0.0733150094747543,0.0416075959801673,0.036883357912302,0.0515043810009956,-0.0875023901462555,0.7599987983703613,2.648455142974853,3.9609217643737793,0.617335319519043,7.970985412597656
CMR_1772,CMR,29695.379643439803,0.1223190575838089,0.0809360742568969,0.0423860549926757,0.006705043837428,0.0113362595438957,0.0424396246671676,-0.1617408990859985,0.6432309746742249,2.4364442825317383,3.7924323081970215,0.7818021774291992,7.941699981689453
CMR_1773,CMR,29659.5848586785,0.2588786780834198,0.1418045163154602,0.0735169649124145,0.0126293906942009,0.0168816167861223,0.0370098464190959,-0.7707959413528442,-0.1586880385875702,1.2768571376800537,2.563603639602661,1.4149208068847656,8.79601764678955
CMR_1774,CMR,29836.618797284264,0.0480002872645854,0.0072342194616794,0.0343651697039604,0.0178923401981592,0.0108689907938241,0.0403804294764995,-0.1774847358465194,0.5855079293251038,2.3402199745178223,3.659436225891113,0.7586574554443359,8.004962921142578
CMR_1775,CMR,29943.661072676,0.1553784608840942,0.1052178367972374,0.0708922669291496,0.0598717108368873,0.0435111671686172,0.0548750981688499,0.0119107812643051,0.8390743136405945,2.9460554122924805,4.16307544708252,0.7344226837158203,7.97108268737793
CMR_1776,CMR,30704.56738217287,0.2693150043487549,0.186343640089035,0.0988939777016639,0.0888178795576095,0.068358339369297,0.0481576211750507,-1.2009937763214111,-0.4510539770126343,1.2283645868301392,2.1421995162963867,2.0635366439819336,9.605259895324709
CMR_1777,CMR,30984.75681300936,0.3857157230377197,0.3253152668476105,0.2255512773990631,0.1673393100500106,0.1077440455555915,0.0522254593670368,-1.4108809232711792,-1.219219207763672,-0.2756044864654541,0.2002042979001999,2.7487945556640625,11.233892440795898
CMR_1778,CMR,32864.9065320293,0.6434541940689087,0.5403088927268982,0.3441569209098816,0.1986062079668045,0.1379644721746444,0.0609906576573848,-1.0024166107177734,-0.7326574921607971,-0.7282389402389526,-1.7601382732391355,6.455185890197754,13.644914627075195
CMR_1779,CMR,33012.25557790562,0.1796114295721054,0.2841001152992248,0.2651859223842621,0.2051828801631927,0.1406626999378204,0.0617521703243255,-1.5215651988983154,-1.3390514850616455,-1.2558858394622805,-2.3618314266204834,7.213813781738281,14.395221710205078
CMR_1780,CMR,33037.5793102862,0.394528329372406,0.3822697401046753,0.2861368954181671,0.2008899748325348,0.1336875110864639,0.0588702149689197,-1.802190899848938,-1.7385495901107788,-2.057934045791626,-3.2957427501678467,8.380626678466797,15.118453025817873
CMR_1781,CMR,33606.36149370619,0.0374196320772171,0.0934504494071006,0.1549615859985351,0.1813869774341583,0.1235185787081718,0.0542985275387764,-0.9199264645576476,-1.374317646026611,-2.1411454677581787,-3.837738037109375,10.363388061523438,15.802545547485352
